Text,AuthorID,Timestamp
@DanRather Here’s the freedom and democracy you manufacture consent for you distinguished newscaster https://t.co/H9e77I3FYR,834328685716992000,2022-05-14T21:52:35.000Z
"@DanRather If you are voting for $40 billion in arms to Ukrainian Nazis instead of $20  billion to end homelessness in the U.S., it might be a small tip off you don’t give a crap about freedom and democracy.

Fixed it for you, Dan.",1232153517898575874,2022-05-14T21:51:41.000Z
@DanRather He was just looking for oversight into the biden money laundering scheme your fired news reader,1490413325750095875,2022-05-14T21:51:32.000Z
"@DanRather If you vote for aid to Ukraine, you either are asleep to the globalist agenda or you’re a part of it. Which one is it Dan?",32903168,2022-05-14T21:47:13.000Z
@DanRather I love the way elites insult human intelligence,53285534,2022-05-14T21:46:49.000Z
@DanRather Exact opposite. The EU needs to fund Ukraine.,3025655296,2022-05-14T21:46:17.000Z
"@DanRather Straight from the ""war hero.""",1518744454135431170,2022-05-14T21:44:05.000Z
"@DanRather Fuck off old man, America first!",59225874,2022-05-14T21:40:55.000Z
@DanRather https://t.co/xEGP5ZPCVj,1166577433,2022-05-14T21:40:15.000Z
@DanRather Was there ever a war that enriched global oligarchs that you didn’t manufacture consent for?,834328685716992000,2022-05-14T21:37:26.000Z
"@DanRather Now do Palestine, Dan. 
Sit down.",212690545,2022-05-14T21:35:32.000Z
@DanRather When do you think the #UkraineRussianWar began? What do you think caused it?,96894306,2022-05-14T21:33:35.000Z
@DanRather Dan Rather is one of the pigs that Orwell warned us about in Animal Farm.,1519673104636649472,2022-05-14T21:30:20.000Z
"@DanRather If you don’t report on the Biden Admin amendments sent to the WHO regarding US sovereignty, it might be a small tip off to what you really think of freedom and democracy.",819694410942255104,2022-05-14T21:30:16.000Z
@DanRather That’s the difference between #AmericaFirst and #demokkkrats putting #AmericanBabiesLast,209252003,2022-05-14T21:29:05.000Z
@DanRather Spate us your sanctimonious nonsense.,4719072208,2022-05-14T21:28:48.000Z
"@DanRather Dan, please go back to sleep. You have proven you are a perennial LIAR. The only reason why Rand is refusing to sign on to the aid package is that he wants someone to oversee the distribution of the money. VERY a reasonable. Stop telling half truths and go back to sleep",1443020372207673349,2022-05-14T21:26:03.000Z
